date,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
18-06-2010,23,12,0,16.1,5,43,11,11,12,11,16,28,94,0,1017,12,10,4,8,Paris
19-06-2010,14,9,0,13.9,3,50,10,10,11,10,19,100,91,0,1016,11,10,354,12,Paris
20-06-2010,14,9,0,13,3,58,7,7,9,7,15,90,87,0,1016,9,10,347,9,Paris
21-06-2010,18,8,0,14.7,5,65,7,9,11,9,13,42,78,0,1022,11,10,353,8,Paris
22-06-2010,23,9,0,16.1,4,73,11,11,12,11,17,11,95,0,1024,12,2,348,9,Paris
23-06-2010,26,12,0,16.1,6,80,12,13,13,13,8,3,93,0,1024,13,10,5,4,Paris
24-06-2010,28,12,0,16.1,6,88,13,14,15,14,24,6,91,0,1021,15,10,352,12,Paris
25-06-2010,28,13,0,16.1,6,96,13,14,15,14,21,4,88,0,1019,15,10,359,10,Paris
26-06-2010,30,16,0,16.1,7,100,15,16,16,16,12,5,93,0,1016,16,10,2,6,Paris
27-06-2010,30,17,0,16.1,7,89,16,18,18,18,17,10,89,0,1017,18,10,61,8,Paris
28-06-2010,30,18,0,16.1,6,82,17,18,18,18,10,20,91,0.2,1019,18,9,345,5,Paris
29-06-2010,28,18,0,16.1,6,74,15,19,19,19,16,42,77,0,1020,19,10,346,9,Paris
30-06-2010,30,16,0,16.1,7,67,12,16,16,16,14,21,76,0,1022,16,10,2,6,Paris
01-07-2010,32,15,0,16.1,7,64,14,18,18,18,12,8,79,0,1017,18,10,173,6,Paris
02-07-2010,33,22,0,16.1,7,57,18,26,26,24,21,6,69,0,1013,24,10,176,12,Paris
03-07-2010,23,18,0,14.7,4,50,19,19,19,19,4,17,96,0,1015,19,2,333,2,Paris
04-07-2010,27,14,0,16,6,42,13,15,15,15,11,9,85,0,1023,15,10,351,6,Paris
05-07-2010,23,13,0,14.7,5,35,13,15,15,15,17,6,86,0,1022,15,10,359,8,Paris
06-07-2010,26,10,0,16,6,28,13,14,15,14,7,0,87,0,1024,15,10,302,5,Paris
07-07-2010,33,13,0,16,7,21,11,14,14,14,11,6,82,0,1023,14,10,43,5,Paris
08-07-2010,36,16,0,16,8,13,16,19,19,19,11,0,84,0,1019,19,10,146,5,Paris
09-07-2010,34,17,0,16,7,6,15,18,18,18,10,11,79,0,1017,18,10,188,5,Paris
10-07-2010,28,19,0,16,7,0,18,19,19,19,10,26,93,0,1019,19,10,325,5,Paris
11-07-2010,30,20,0,15.9,7,0,19,22,24,22,12,5,87,0,1017,22,10,174,6,Paris
12-07-2010,25,18,0,14.5,5,1,16,25,25,22,5,40,66,0.2,1014,22,9,172,2,Paris
13-07-2010,25,17,0,12.6,6,8,15,17,17,17,8,28,89,0,1014,17,10,215,4,Paris
14-07-2010,22,16,0,11.6,5,16,16,21,24,21,10,3,72,0,1009,21,10,222,8,Paris
15-07-2010,23,14,0,13.5,5,23,13,13,15,13,26,31,89,0,1010,15,10,207,14,Paris
16-07-2010,25,16,0,14.5,6,30,12,17,17,17,19,7,73,0,1013,17,10,171,10,Paris
17-07-2010,22,14,0,14.5,5,37,11,14,15,14,19,15,78,0,1019,15,10,219,9,Paris
18-07-2010,26,10,0,14.5,6,45,12,14,14,14,10,2,88,0,1028,14,10,51,5,Paris
19-07-2010,29,15,0,14.5,7,52,11,16,16,16,12,3,73,0,1025,16,10,47,6,Paris
20-07-2010,32,16,0,14.5,7,59,13,18,18,18,13,3,74,0,1017,18,10,69,6,Paris
21-07-2010,22,17,0,14.5,5,66,15,19,19,19,8,18,76,0,1008,19,10,334,4,Paris
22-07-2010,24,15,0,12.5,5,74,15,15,15,15,11,38,97,0,1012,15,2,186,5,Paris
23-07-2010,22,15,0,14.5,5,81,12,15,15,15,19,25,84,0,1017,15,10,199,9,Paris
24-07-2010,24,11,0,14.5,5,88,13,12,13,12,8,100,97,0,1024,13,0,341,4,Paris
25-07-2010,21,15,0,12.5,4,96,13,17,17,17,9,80,76,0,1021,17,10,331,5,Paris
26-07-2010,23,14,0,9.5,4,100,14,14,14,14,10,31,97,0,1017,14,2,292,5,Paris
27-07-2010,27,17,0,12.5,5,90,17,17,17,17,6,89,97,0.1,1018,17,2,328,4,Paris
28-07-2010,26,16,0,13.5,5,83,16,17,17,17,14,37,96,0,1019,17,2,335,7,Paris
29-07-2010,23,13,0,13.5,5,75,13,14,14,14,21,54,90,0,1015,14,10,286,12,Paris
30-07-2010,25,11,0,14.5,6,68,11,12,12,12,15,13,91,0,1016,12,10,311,7,Paris
31-07-2010,28,13,0,14.5,6,64,12,14,14,14,5,31,87,0,1015,14,10,297,3,Paris
01-08-2010,23,15,0,13.5,6,54,16,17,17,17,13,41,91,0,1015,17,10,337,9,Paris
02-08-2010,25,13,0,14.5,6,46,14,15,15,15,11,55,93,0,1017,15,10,321,5,Paris
03-08-2010,25,12,0,14.5,5,39,12,12,13,12,13,100,99,0,1018,13,0,333,6,Paris
04-08-2010,22,12,0,11.4,5,32,11,13,12,13,3,24,92,0,1015,12,10,331,1,Paris
05-08-2010,21,12,0,12.4,4,24,13,12,13,12,16,100,99,0,1008,13,0,297,9,Paris
06-08-2010,25,10,0,14.5,6,17,11,11,12,11,10,7,93,0,1017,12,10,313,5,Paris
07-08-2010,26,14,0,11.4,6,10,8,15,15,15,12,26,64,0,1018,15,10,192,6,Paris
08-08-2010,25,13,0,14.5,5,3,15,16,16,16,6,73,95,0,1018,16,2,323,3,Paris
09-08-2010,27,13,0,12.4,6,0,14,15,15,15,13,9,93,0,1019,15,10,42,6,Paris
10-08-2010,26,14,0,14.5,6,0,14,16,16,16,14,6,89,0,1016,16,10,1,6,Paris
11-08-2010,24,16,0,11.3,5,4,14,18,18,18,14,100,79,0,1015,18,10,236,9,Paris
12-08-2010,23,13,0,14.5,5,12,12,14,15,14,18,53,85,0,1014,15,10,336,10,Paris
13-08-2010,23,11,0,14.5,5,19,11,12,13,12,10,15,90,0,1018,13,10,310,5,Paris
14-08-2010,23,10,0,11.3,4,26,10,10,11,10,8,21,94,0,1018,11,2,25,4,Paris
15-08-2010,16,14,0,9.2,5,33,12,14,14,14,11,22,88,0,1016,14,10,340,5,Paris
16-08-2010,17,13,0,10.2,4,41,14,13,14,13,19,100,98,4.2,1016,14,7,302,12,Paris
17-08-2010,18,13,0,11.3,5,48,12,13,14,13,22,29,90,0,1016,14,10,269,12,Paris
18-08-2010,21,13,0,13.4,4,55,13,14,15,14,10,100,93,0,1011,15,10,215,5,Paris
19-08-2010,24,13,0,11.6,6,63,11,13,13,13,6,4,88,0,1014,13,10,265,3,Paris
20-08-2010,29,16,0,11.6,6,70,15,17,17,17,15,4,91,0,1016,17,10,183,7,Paris
21-08-2010,32,18,0,11.6,7,77,16,19,19,19,13,4,81,0,1022,19,10,290,6,Paris
22-08-2010,30,18,0,10.5,7,84,16,20,20,20,3,15,79,0,1020,20,10,309,1,Paris
23-08-2010,23,17,0,9.3,4,92,17,19,19,19,16,65,88,0.6,1009,19,10,175,8,Paris
24-08-2010,20,12,0,10.4,4,99,15,16,16,16,13,34,95,0,1009,16,2,303,8,Paris
25-08-2010,23,10,0,9.3,5,100,10,12,12,12,12,38,87,0,1018,12,10,290,6,Paris
26-08-2010,28,17,0,10.4,5,87,15,17,17,17,17,65,87,0,1012,17,10,208,8,Paris
27-08-2010,21,13,0,7.9,5,79,18,18,18,18,18,51,97,0,1007,18,10,213,10,Paris
28-08-2010,20,11,0,11.6,4,72,11,11,12,11,15,100,98,0,1018,12,0,316,8,Paris
29-08-2010,19,10,0,10.4,5,65,10,10,11,10,12,10,91,0,1021,11,10,253,6,Paris
30-08-2010,18,9,0,9.1,3,57,12,12,13,12,12,0,96,0.2,1018,13,2,328,6,Paris
31-08-2010,22,9,0,11.6,4,54,10,9,10,9,20,100,98,0,1025,10,0,12,10,Paris
01-09-2010,21,11,0,11.6,5,37,9,10,11,10,12,5,86,0,1022,11,10,55,7,Paris
02-09-2010,23,11,0,11.6,5,29,12,12,13,12,21,5,94,0,1018,13,10,56,11,Paris
03-09-2010,25,11,0,11.6,5,22,13,12,13,12,22,7,96,0,1020,13,2,44,10,Paris
04-09-2010,23,11,0,11.6,4,14,14,14,15,14,20,3,95,0,1019,15,2,43,10,Paris
05-09-2010,24,12,0,11.6,5,7,13,13,14,13,11,6,93,0,1020,14,10,49,5,Paris
06-09-2010,22,12,0,9.1,5,0,9,14,15,14,27,25,67,0,1016,15,10,98,14,Paris
07-09-2010,22,14,0,10.3,4,0,15,16,16,16,9,100,97,0,1004,16,0,224,5,Paris
08-09-2010,17,12,0,7.8,4,0,14,15,15,15,8,100,97,0,1000,15,0,61,4,Paris
09-09-2010,22,11,0,11.6,4,1,11,11,11,11,4,43,97,0,1012,11,2,216,2,Paris
10-09-2010,22,11,0,11.6,4,8,11,11,12,11,11,100,98,0,1022,12,0,304,5,Paris
11-09-2010,25,13,0,11.6,6,16,12,14,15,14,11,10,87,0,1020,15,10,185,5,Paris
12-09-2010,21,13,0,10.3,5,23,12,15,15,15,4,27,86,0,1018,15,10,333,2,Paris
13-09-2010,21,10,0,11.6,4,31,10,10,11,10,10,100,98,0,1027,11,0,306,5,Paris
14-09-2010,22,12,0,11.6,5,38,10,12,13,12,16,48,82,0,1027,13,10,245,8,Paris
15-09-2010,18,13,0,9,4,46,11,14,15,14,29,79,77,0,1018,15,10,236,15,Paris
16-09-2010,18,10,0,10.3,4,53,9,9,10,9,23,18,90,0,1015,10,10,255,12,Paris
17-09-2010,19,9,0,11.6,3,61,9,8,10,8,11,100,98,0,1015,10,0,287,5,Paris
18-09-2010,17,8,0,11.6,3,68,8,8,8,8,10,9,96,0,1020,8,2,8,5,Paris
19-09-2010,20,6,0,11.6,3,76,8,8,9,8,8,6,94,0,1020,9,2,339,4,Paris
20-09-2010,22,9,0,11.6,5,84,7,10,11,10,16,7,80,0,1018,11,10,227,8,Paris
21-09-2010,26,10,0,11.6,5,91,10,11,12,11,9,8,87,0,1018,12,10,39,4,Paris
22-09-2010,26,11,0,11.6,6,99,11,13,13,13,7,4,92,0,1020,13,10,142,3,Paris
23-09-2010,25,14,0,10.2,6,100,13,16,16,16,19,10,85,0,1016,16,10,188,9,Paris
24-09-2010,17,11,0,8.8,3,86,15,15,15,15,14,86,97,3.9,1006,15,7,177,9,Paris
25-09-2010,14,8,0,11.6,3,79,11,9,11,9,18,95,98,0,1009,11,10,333,11,Paris
26-09-2010,14,6,0,6,3,71,6,5,7,5,15,17,91,0.2,1014,7,9,294,8,Paris
27-09-2010,16,6,0,10.2,3,64,9,8,9,8,13,100,99,0,1010,9,0,307,8,Paris
28-09-2010,18,7,0,7.4,4,56,5,7,7,7,8,30,91,0,1016,7,10,236,4,Paris
29-09-2010,20,10,0,11.6,4,48,11,11,11,11,6,100,97,0,1020,11,0,358,3,Paris
30-09-2010,18,12,0,8.8,4,41,12,12,13,12,3,100,94,0,1017,13,10,221,2,Paris
01-10-2010,17,8,0,8.8,3,39,10,9,10,9,12,12,96,0,1015,10,2,215,6,Paris
02-10-2010,19,13,0,8.7,4,32,12,11,13,11,31,100,96,5.1,1008,13,7,194,19,Paris
03-10-2010,23,14,0,10.2,5,25,14,16,16,16,30,5,92,0,1006,16,10,195,14,Paris
04-10-2010,18,14,0,7.3,4,18,16,16,16,16,17,100,95,0,999,16,2,134,9,Paris
05-10-2010,17,12,0,5.8,3,10,14,14,14,14,13,99,99,0,1003,14,10,171,8,Paris
06-10-2010,20,13,0,8.7,5,3,13,13,14,13,18,60,96,0,1007,14,10,158,9,Paris
07-10-2010,23,14,0,11.6,4,0,14,13,14,13,11,100,98,0,1017,14,0,27,6,Paris
08-10-2010,22,12,0,11.2,4,0,14,14,15,14,14,3,96,0,1015,15,2,105,7,Paris
09-10-2010,24,13,0,11.1,4,4,14,14,14,14,14,100,98,0,1015,14,0,116,6,Paris
10-10-2010,18,11,0,11.1,4,11,13,13,14,13,18,27,94,0,1010,14,10,90,10,Paris
11-10-2010,18,8,0,11.1,4,18,5,8,10,8,25,0,69,0,1010,10,10,49,14,Paris
12-10-2010,16,7,0,11,4,26,8,8,10,8,17,0,86,0,1014,10,10,25,11,Paris
13-10-2010,13,3,0,11,3,33,5,3,6,3,21,8,93,0,1016,6,10,15,12,Paris
14-10-2010,14,4,0,10.9,2,40,5,3,5,3,24,100,98,0,1017,5,0,23,12,Paris
15-10-2010,15,6,0,10.1,3,48,6,4,6,4,12,100,99,0,1018,6,0,16,6,Paris
16-10-2010,14,6,0,10.1,3,55,9,8,10,8,17,93,96,0.2,1013,10,2,299,10,Paris
17-10-2010,8,3,0,5.2,3,62,4,1,5,1,24,21,94,0,1020,5,10,349,14,Paris
18-10-2010,13,4,0,10,3,69,3,2,5,2,14,32,89,0,1025,5,10,335,7,Paris
19-10-2010,12,8,0,8.4,3,77,8,6,8,6,19,91,98,0,1018,8,10,237,10,Paris
20-10-2010,10,5,0,10.3,3,84,6,3,6,3,26,45,98,0,1011,6,10,273,14,Paris
21-10-2010,11,1,0,10.3,3,91,2,1,3,1,6,9,92,0,1025,3,10,317,3,Paris
22-10-2010,12,3,0,10,3,98,-3,2,3,2,11,13,69,0,1024,3,10,235,5,Paris
23-10-2010,9,2,0,8.4,3,100,-2,0,3,0,8,30,72,0,1018,3,10,204,4,Paris
24-10-2010,11,5,0,10.2,3,87,5,2,6,2,21,35,98,0,1010,6,10,240,10,Paris
25-10-2010,11,3,0,10.2,3,80,3,1,4,1,25,35,98,0,1020,4,10,6,13,Paris
26-10-2010,11,0,0,10.1,2,72,3,2,4,2,9,6,96,0,1029,4,2,27,5,Paris
27-10-2010,13,4,0,10.1,3,65,1,3,6,3,16,46,69,0,1026,6,10,210,8,Paris
28-10-2010,15,7,0,10.1,4,58,4,6,8,6,22,58,73,0,1022,8,10,220,12,Paris
29-10-2010,15,5,0,10,3,51,7,5,7,5,23,100,98,0,1017,7,0,199,11,Paris
30-10-2010,15,9,0,10,3,43,10,9,11,9,24,83,90,0,1003,11,10,188,13,Paris
31-10-2010,15,8,0,10,4,39,8,6,8,6,25,53,98,0,999,8,10,125,13,Paris
01-11-2010,14,7,0,9.9,3,22,9,8,9,8,21,100,97,0,1005,9,0,22,10,Paris
02-11-2010,13,6,0,6.6,3,15,8,7,8,7,15,100,97,0,1017,8,0,285,7,Paris
03-11-2010,16,10,0,4.9,3,7,11,9,11,9,17,73,99,0,1016,11,10,209,10,Paris
04-11-2010,17,13,0,6.6,4,0,13,12,14,12,28,94,97,0,1022,14,10,226,16,Paris
05-11-2010,16,10,0,9.8,3,0,10,11,13,11,25,82,83,0,1027,13,10,243,15,Paris
06-11-2010,13,9,0,4.9,4,0,10,8,10,8,27,56,99,0,1023,10,10,235,14,Paris
07-11-2010,9,4,0,4.9,2,0,8,7,8,7,2,81,98,0.6,1009,8,2,45,1,Paris
08-11-2010,5,3,0,6.5,1,8,3,0,3,0,10,100,99,0,998,3,0,204,5,Paris
09-11-2010,10,6,0,4.8,2,15,5,2,6,2,20,85,99,0,972,6,10,190,14,Paris
10-11-2010,9,5,0,9.7,2,23,5,5,5,5,11,100,99,0,981,5,0,280,5,Paris
11-11-2010,11,2,0,4.8,2,30,4,2,5,2,18,0,96,0,1010,2,2,250,11,Paris
12-11-2010,14,9,0,4.8,3,38,10,7,10,7,36,72,97,0,999,10,10,259,21,Paris
13-11-2010,13,13,0,4.8,3,45,13,11,14,11,32,100,96,0,1001,14,10,208,19,Paris
14-11-2010,12,9,0,8.2,3,53,11,10,12,10,29,100,94,1,997,12,9,191,16,Paris
15-11-2010,11,6,0,9.5,2,60,7,7,8,7,5,100,98,0,1009,8,0,314,3,Paris
16-11-2010,11,4,0,8.7,2,68,5,4,5,4,17,30,95,0,1019,5,2,10,8,Paris
17-11-2010,6,1,0,3.4,1,76,3,1,3,1,22,100,97,0,1017,3,0,125,11,Paris
18-11-2010,7,3,0,3.4,2,83,3,1,3,1,11,100,100,0,1007,3,0,154,6,Paris
19-11-2010,8,6,0,3.4,2,91,6,5,7,5,15,100,97,0,1012,7,0,219,8,Paris
20-11-2010,9,4,0,5.1,3,98,6,4,7,4,16,52,94,0,1014,7,10,127,9,Paris
21-11-2010,6,3,0,3.4,2,100,5,3,6,3,14,100,94,0,1008,6,10,81,9,Paris
22-11-2010,4,2,0,3.3,1,87,2,-1,2,-1,13,100,98,0,1006,2,0,26,7,Paris
23-11-2010,6,0,0,3.3,1,79,1,-2,1,-2,14,100,98,0,1008,1,0,355,7,Paris
24-11-2010,7,1,0,8.7,1,72,2,-1,2,-1,19,100,98,0,1011,2,0,290,10,Paris
25-11-2010,3,-1,3.2,6.9,1,64,2,2,3,2,5,100,99,1.1,1008,3,9,265,3,Paris
26-11-2010,4,-2,0.3,8.7,2,57,-2,-6,-2,-6,25,30,97,0,1008,-2,10,274,13,Paris
