date,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
12-07-2008,19,13,0,15.5,5,61,11,16,16,16,20,36,72,0,1011,16,10,247,13,Paris
13-07-2008,19,9,0,13.5,5,68,9,10,11,10,3,18,85,0,1014,11,10,34,1,Paris
14-07-2008,24,9,0,14.5,5,76,10,10,11,10,11,8,96,0,1020,11,2,339,5,Paris
15-07-2008,26,11,0,14.5,6,83,14,16,16,16,8,0,87,0,1028,16,10,347,4,Paris
16-07-2008,22,15,0,12.6,4,90,15,15,15,15,9,100,98,0,1025,15,0,314,4,Paris
17-07-2008,23,12,0,13.5,5,97,10,14,15,14,10,50,75,0,1020,15,10,337,5,Paris
18-07-2008,22,15,0,11.6,5,100,10,15,15,15,9,48,74,0,1015,15,10,289,4,Paris
19-07-2008,22,17,0,11.6,4,88,13,18,18,18,16,76,75,0,1013,18,10,201,10,Paris
20-07-2008,21,11,0,14.5,5,81,11,12,13,12,10,18,86,0,1016,13,10,301,5,Paris
21-07-2008,20,10,0,14.5,5,73,9,10,11,10,16,8,86,0,1022,11,10,286,8,Paris
22-07-2008,26,10,0,14.5,6,66,9,10,11,10,14,24,87,0,1026,11,10,309,7,Paris
23-07-2008,27,12,0,14.5,6,59,11,14,14,14,9,5,81,0,1025,14,10,354,4,Paris
24-07-2008,28,16,0,14.5,6,52,14,18,18,18,18,0,75,0,1019,18,10,86,10,Paris
25-07-2008,28,19,0,12.5,6,44,13,20,20,20,20,4,65,0,1012,20,10,109,11,Paris
26-07-2008,26,17,0,12.5,5,37,17,18,18,18,11,73,96,2.2,1014,18,9,353,6,Paris
27-07-2008,29,16,0,14.5,5,30,17,17,17,17,16,100,97,0,1017,17,0,356,8,Paris
28-07-2008,30,18,0,14.5,6,23,18,19,19,19,13,16,94,4.3,1016,19,7,27,6,Paris
29-07-2008,26,17,0,14.5,5,15,19,19,19,19,5,68,94,11.8,1014,19,6,21,3,Paris
30-07-2008,31,16,0,14.5,7,8,15,18,18,18,13,5,81,0,1018,18,10,243,6,Paris
31-07-2008,31,19,0,13.5,7,4,14,21,24,21,18,23,65,0,1015,21,10,109,9,Paris
01-08-2008,23,16,0,14.5,5,0,19,20,20,20,20,17,91,3.6,1012,20,8,236,12,Paris
02-08-2008,19,14,0,11.4,5,0,13,16,16,16,13,15,80,0,1019,16,10,246,7,Paris
03-08-2008,22,16,0,10.4,4,6,16,17,17,17,5,100,98,0,1018,17,0,222,3,Paris
04-08-2008,24,17,0,12.4,5,14,17,18,18,18,25,91,94,0.5,1010,18,2,225,15,Paris
05-08-2008,28,14,0,14.5,6,21,12,15,15,15,11,22,79,0,1016,15,10,281,5,Paris
06-08-2008,31,19,0,14.5,7,28,18,21,24,21,16,0,80,0,1015,21,10,174,8,Paris
07-08-2008,24,17,0,13.5,6,35,16,25,25,23,18,9,68,0,1008,23,10,156,9,Paris
08-08-2008,21,16,0,12.4,4,43,15,16,16,16,15,85,94,1.2,1008,16,10,231,9,Paris
09-08-2008,24,13,0,14.5,5,50,14,14,14,14,20,100,98,0,1017,14,0,296,11,Paris
10-08-2008,22,15,0,12.4,5,57,13,18,18,18,14,11,75,0,1012,18,10,188,8,Paris
11-08-2008,23,13,0,14.5,5,65,16,20,20,20,4,2,81,0,1010,20,10,246,4,Paris
12-08-2008,23,16,0,12.4,5,72,12,17,17,17,19,26,76,0,999,17,10,151,12,Paris
13-08-2008,21,15,0,13.4,4,79,11,14,15,14,24,75,75,0,1005,15,10,218,14,Paris
14-08-2008,21,12,0,14.5,5,86,10,14,14,14,12,22,74,0,1016,14,10,230,6,Paris
15-08-2008,22,13,0,14.5,4,94,10,12,13,12,15,93,85,0,1015,13,9,301,7,Paris
16-08-2008,23,13,0,12.3,5,100,10,13,14,13,13,14,76,0,1015,14,10,68,6,Paris
17-08-2008,21,14,0,12.3,5,100,13,17,17,17,11,32,77,0,1008,17,10,154,5,Paris
18-08-2008,22,14,0,11.2,5,85,13,16,16,16,14,17,83,0,1011,16,10,208,8,Paris
19-08-2008,22,15,0,10.5,5,77,12,17,17,17,19,11,73,0,1011,17,10,214,12,Paris
20-08-2008,20,14,0,9.3,5,70,12,16,16,16,18,57,74,0,1014,16,10,242,11,Paris
21-08-2008,23,15,0,10.5,6,63,12,17,17,17,18,22,71,0,1018,17,10,212,12,Paris
22-08-2008,16,15,0,9.3,4,55,14,16,16,16,8,65,87,0,1017,16,10,71,4,Paris
23-08-2008,21,12,0,10.4,4,48,13,12,13,12,21,43,97,0,1017,13,2,272,12,Paris
24-08-2008,17,10,0,9.3,5,41,8,10,10,10,11,24,91,0,1015,10,10,88,5,Paris
25-08-2008,23,14,0,11.6,4,34,14,15,15,15,5,100,92,0,1015,15,10,228,3,Paris
26-08-2008,29,16,0,11.6,5,26,14,16,16,16,8,69,85,0,1022,16,10,246,4,Paris
27-08-2008,27,13,0,11.6,5,19,14,15,15,15,10,4,97,0,1024,15,2,340,5,Paris
28-08-2008,24,13,0,10.4,4,12,12,12,13,12,7,100,98,0,1023,13,0,327,3,Paris
29-08-2008,28,12,0,11.6,5,5,12,12,12,12,8,100,98,0,1021,12,0,327,4,Paris
30-08-2008,31,15,0,11.6,6,0,16,18,18,18,15,0,91,0,1019,18,10,80,10,Paris
31-08-2008,24,18,0,11.6,6,0,18,20,20,20,16,8,87,0,1012,20,10,127,8,Paris
01-09-2008,22,14,0,11.6,4,3,15,16,16,16,10,21,94,1.8,1016,16,9,279,6,Paris
02-09-2008,20,15,0,6.6,5,10,12,17,17,17,18,16,77,0,1015,17,10,181,10,Paris
03-09-2008,15,11,0,10.3,4,18,13,13,14,13,9,19,94,0,1010,14,10,228,6,Paris
04-09-2008,18,10,0,7.8,5,25,11,10,12,10,16,43,95,0,1008,12,10,228,10,Paris
05-09-2008,17,13,0,6.6,4,33,12,11,13,11,10,66,97,0,1007,13,10,152,5,Paris
06-09-2008,20,15,0,11.6,4,40,14,15,15,15,29,77,90,0.9,999,15,10,189,17,Paris
07-09-2008,18,14,0,10.3,4,48,10,13,14,13,22,75,76,0,1006,14,10,210,14,Paris
08-09-2008,21,11,0,11.6,4,55,12,12,13,12,13,30,95,0,1015,13,2,230,7,Paris
09-09-2008,26,12,0,11.6,5,63,10,12,13,12,13,7,83,0,1016,13,10,137,6,Paris
10-09-2008,25,15,0,11.6,6,70,14,16,16,16,16,19,85,0,1015,16,10,212,8,Paris
11-09-2008,27,15,0,10.3,6,78,16,18,18,18,12,5,85,0,1012,18,10,120,6,Paris
12-09-2008,19,14,0,11.6,4,86,12,13,14,13,20,98,90,2.3,1012,14,9,294,12,Paris
13-09-2008,17,10,0,11.6,3,93,11,10,11,10,9,100,98,0,1016,11,0,321,4,Paris
14-09-2008,21,10,0,11.6,4,100,12,11,13,11,22,56,95,0.4,1020,13,5,26,13,Paris
15-09-2008,18,7,0,11.6,4,100,9,10,11,10,11,3,90,0,1023,11,10,49,6,Paris
16-09-2008,19,8,0,11.6,4,84,8,9,10,9,13,3,88,0,1023,10,10,69,6,Paris
17-09-2008,16,8,0,10.2,4,77,7,8,9,8,18,16,86,0,1021,9,10,89,9,Paris
18-09-2008,19,7,0,11.6,4,69,5,7,9,7,16,13,79,0,1020,9,10,56,9,Paris
19-09-2008,20,7,0,11.6,3,62,9,8,10,8,9,3,95,0,1022,10,2,344,6,Paris
20-09-2008,19,9,0,11.6,4,54,9,10,12,10,16,0,81,0,1029,12,10,30,10,Paris
21-09-2008,17,7,0,11.6,4,47,5,8,10,8,20,26,76,0,1027,10,10,73,10,Paris
22-09-2008,19,8,0,10.2,4,39,7,8,10,8,17,32,82,0,1022,10,10,47,9,Paris
23-09-2008,17,8,0,6,4,31,8,9,11,9,18,4,81,0,1021,11,10,28,11,Paris
24-09-2008,19,11,0,7.4,3,24,11,11,11,11,5,100,98,0,1018,11,0,338,3,Paris
25-09-2008,19,10,0,11.6,4,16,10,9,10,9,15,100,97,0,1026,10,0,6,7,Paris
26-09-2008,18,8,0,11.6,4,9,10,12,13,12,11,0,82,0,1031,13,10,49,9,Paris
27-09-2008,21,10,0,11.6,5,1,6,10,11,10,17,3,71,0,1032,11,10,55,10,Paris
28-09-2008,22,9,0,11.6,5,0,11,13,13,13,4,0,85,0,1027,13,10,90,2,Paris
29-09-2008,19,10,0,11.6,5,0,11,13,13,13,5,0,91,0,1022,13,10,301,2,Paris
30-09-2008,13,9,0,5.9,4,0,7,7,9,7,20,40,88,0,1019,9,10,258,10,Paris
01-10-2008,15,12,0,7.3,3,6,9,10,13,10,35,100,81,0.6,1008,13,2,236,21,Paris
02-10-2008,14,8,0,11.6,3,13,9,9,11,9,21,72,84,0,1008,11,10,237,13,Paris
03-10-2008,10,6,0,7.3,3,20,6,4,7,4,19,39,93,0,1009,7,10,253,11,Paris
04-10-2008,13,4,0,11.6,3,28,6,4,7,4,13,23,93,0,1019,7,10,332,8,Paris
05-10-2008,15,10,0,5.8,3,35,6,7,10,7,32,94,76,0,1014,10,10,196,19,Paris
06-10-2008,17,14,0,7.3,4,42,14,14,15,14,23,100,92,1.2,1010,15,9,239,14,Paris
07-10-2008,21,13,0,8.7,5,50,12,13,14,13,13,48,88,0,1016,14,10,193,8,Paris
08-10-2008,16,12,0,8.6,3,57,13,14,14,14,14,60,92,1.8,1014,14,9,276,9,Paris
09-10-2008,17,9,0,11.1,3,64,9,9,11,9,15,80,90,0,1027,11,10,353,9,Paris
10-10-2008,19,7,0,11.1,4,71,9,10,10,10,5,2,92,0,1034,10,10,352,3,Paris
11-10-2008,21,11,0,11,5,79,11,12,12,12,12,3,93,0,1031,12,10,145,7,Paris
12-10-2008,21,12,0,11,5,86,14,15,15,15,8,1,92,0,1027,15,10,182,4,Paris
13-10-2008,23,13,0,11,5,93,13,14,14,14,10,20,89,0,1022,14,10,181,5,Paris
14-10-2008,19,12,0,10.9,4,100,12,13,13,13,6,51,96,0,1022,13,2,304,3,Paris
15-10-2008,17,11,0,5.5,3,100,9,10,11,10,17,78,83,0,1020,11,10,212,8,Paris
16-10-2008,14,10,0,8.4,3,85,10,12,13,12,9,89,86,0,1017,13,10,256,6,Paris
17-10-2008,18,7,0,10.4,4,78,7,7,8,7,10,7,93,0,1020,8,10,284,5,Paris
18-10-2008,15,3,0,10.4,3,70,6,7,8,7,11,4,89,0,1021,8,10,132,5,Paris
19-10-2008,16,5,0,10.4,4,63,6,7,7,7,6,7,92,0,1023,7,10,278,3,Paris
20-10-2008,18,8,0,10.3,4,56,8,8,10,8,22,1,86,0,1020,10,10,193,11,Paris
21-10-2008,12,9,0,5.1,4,49,10,12,14,12,21,13,77,0,1011,14,10,221,12,Paris
22-10-2008,14,6,0,10.3,2,41,7,8,9,8,12,100,87,0,1019,9,10,302,6,Paris
23-10-2008,14,5,0,10.2,3,34,6,7,7,7,4,5,92,0,1029,7,10,219,2,Paris
24-10-2008,10,5,0,8.3,3,27,3,4,7,4,23,21,79,0,1025,7,10,180,12,Paris
25-10-2008,14,8,0,8.3,3,20,10,10,10,10,14,100,99,0,1030,10,0,358,9,Paris
26-10-2008,15,8,0,8.3,4,12,8,7,9,7,14,19,95,0,1029,9,10,160,8,Paris
27-10-2008,11,8,0,10.1,3,5,12,12,13,12,22,100,91,0,1015,13,10,230,14,Paris
28-10-2008,11,4,0,10.1,2,0,6,5,6,5,15,30,97,0,1011,6,2,283,9,Paris
29-10-2008,9,0,0,10,2,0,2,2,3,2,10,21,95,0,1009,3,2,276,5,Paris
30-10-2008,5,1,0,6.6,2,2,1,-1,2,-1,14,50,94,0,1001,2,10,167,7,Paris
31-10-2008,6,3,0,5,1,6,3,0,4,0,26,100,97,0,996,4,10,54,17,Paris
01-11-2008,11,6,0,6.6,2,17,6,4,6,4,20,95,97,0,1004,6,10,44,13,Paris
02-11-2008,10,7,0,6.6,2,25,6,5,8,5,32,83,89,0,1009,8,10,191,19,Paris
03-11-2008,16,9,0,9.9,3,32,8,7,9,7,19,66,95,0,1010,9,10,71,12,Paris
04-11-2008,15,7,0,9.8,3,40,9,9,10,9,20,5,95,0,1015,10,2,133,10,Paris
05-11-2008,9,8,0,4.9,3,47,6,7,10,7,43,46,72,0,1012,10,10,33,23,Paris
06-11-2008,11,9,0,4.9,2,55,8,8,9,8,13,84,95,0,1015,9,2,20,8,Paris
07-11-2008,11,8,0,8.2,2,62,8,7,10,7,14,84,93,0,1014,10,10,194,9,Paris
08-11-2008,11,6,0,8.2,2,70,6,4,7,4,16,18,96,0,1018,7,2,192,8,Paris
09-11-2008,12,11,0,9.7,3,78,10,8,11,8,36,100,89,0,1015,11,10,185,22,Paris
10-11-2008,14,13,0,4.8,3,85,11,10,13,10,45,100,89,0,1017,13,10,199,28,Paris
11-11-2008,10,8,0,8.2,2,93,10,10,13,10,54,81,80,0,1009,13,10,201,32,Paris
12-11-2008,9,7,0,4.8,2,100,7,5,7,5,21,67,98,0,1017,7,10,239,12,Paris
13-11-2008,11,5,0,6.5,2,100,5,4,6,4,14,39,95,0,1023,6,2,315,8,Paris
14-11-2008,10,6,0,6.5,2,85,5,4,6,4,8,38,95,0,1027,6,2,195,4,Paris
15-11-2008,12,8,0,6.3,3,77,9,9,10,9,9,52,95,0,1029,10,2,185,5,Paris
16-11-2008,13,11,0,5.2,3,70,10,10,11,10,5,75,93,0,1030,11,10,293,3,Paris
17-11-2008,10,6,0,8.7,2,62,9,9,11,9,10,100,91,0,1032,11,10,15,7,Paris
18-11-2008,11,7,0,3.4,2,55,5,4,7,4,18,93,90,0,1021,7,10,194,11,Paris
19-11-2008,10,6,0,3.4,3,47,7,6,9,6,24,37,89,0,1022,9,10,355,15,Paris
20-11-2008,11,9,0,3.4,3,39,9,8,10,8,23,67,95,0,1020,10,10,242,14,Paris
21-11-2008,12,6,0,6.9,2,32,8,8,10,8,32,72,87,0,1017,10,10,268,19,Paris
22-11-2008,6,1,0,8.7,1,24,3,1,5,1,23,92,84,0,1013,5,10,308,14,Paris
23-11-2008,6,0,0,5.1,2,17,-2,-3,1,-3,9,31,82,0,1016,1,10,305,5,Paris
24-11-2008,8,1,0,6.9,2,9,3,-1,4,-1,31,43,95,0,992,4,10,252,17,Paris
25-11-2008,7,-1,0,6.9,2,2,-3,-5,0,-5,18,5,85,0,1008,0,10,3,12,Paris
26-11-2008,7,1,0,5.8,1,0,2,0,3,0,19,100,97,0,1025,3,0,342,10,Paris
27-11-2008,5,1,0,4,2,0,1,-1,2,-1,15,20,92,0,1027,2,10,211,7,Paris
28-11-2008,4,1,0,5.8,2,0,1,-1,3,-1,23,52,87,0,1013,3,10,190,15,Paris
29-11-2008,5,1,0,3.9,1,6,1,-1,2,-1,19,100,94,0,996,2,10,169,13,Paris
30-11-2008,3,1,0,2.1,1,13,-1,-4,1,-4,11,83,90,1.1,990,1,9,70,8,Paris
01-12-2008,5,3,0,2.1,1,20,3,2,3,2,6,100,99,0.1,994,3,0,185,4,Paris
02-12-2008,6,1,0,5.8,2,27,1,-1,3,-1,25,19,87,0,1008,3,10,287,15,Paris
03-12-2008,6,1,0,3.9,1,35,4,-1,4,-1,43,100,96,0,1001,4,10,220,27,Paris
04-12-2008,8,0,0,3.9,3,42,1,0,2,0,9,6,94,0,1006,2,10,217,6,Paris
05-12-2008,7,6,0,2.1,2,49,5,2,6,2,25,100,93,0,988,6,10,233,14,Paris
06-12-2008,8,6,0,3.9,2,56,5,2,6,2,26,100,94,0.1,1001,6,9,227,17,Paris
07-12-2008,10,2,0,5.8,3,64,5,4,6,4,4,31,91,0,1022,6,10,355,3,Paris
08-12-2008,5,0,0,5.8,1,71,0,-2,1,-2,11,22,96,0,1029,1,2,99,6,Paris
09-12-2008,3,-1,0,2.1,2,78,-2,-3,0,-3,12,6,85,0,1018,0,10,233,6,Paris
10-12-2008,5,0,0,2.1,2,85,-1,-4,0,-4,20,55,97,0,1018,0,10,322,10,Paris
11-12-2008,4,1,0,5.8,2,93,1,-1,2,-1,15,57,92,0,1014,2,10,281,9,Paris
12-12-2008,4,-1,0,5.8,2,100,-1,-2,1,-2,8,26,92,0,1015,1,10,242,5,Paris
13-12-2008,2,-2,0,2,2,100,-6,-7,-1,-7,21,8,70,0,1013,-1,10,158,14,Paris
14-12-2008,3,2,0,3.9,1,85,2,-2,2,-2,16,100,98,2.2,994,2,9,190,9,Paris
15-12-2008,5,1,0,5.8,1,78,1,-3,2,-3,19,100,93,0.1,1004,2,10,35,11,Paris
16-12-2008,6,-1,0,5.8,2,71,0,-2,1,-2,17,0,89,0,1018,1,10,357,11,Paris
17-12-2008,4,-1,0,2,2,64,-2,-1,1,-1,8,3,82,0,1013,1,10,257,6,Paris
18-12-2008,6,0,0,2,1,56,0,-3,1,-3,14,30,96,0,1020,1,2,315,6,Paris
19-12-2008,9,4,0,5.8,2,49,7,4,8,4,28,82,96,0.5,1023,8,2,261,15,Paris
20-12-2008,10,5,0,2,3,42,3,1,5,1,30,15,91,0,1029,5,10,239,15,Paris
21-12-2008,10,8,0,2,2,35,9,7,10,7,15,92,92,0.2,1032,10,2,270,9,Paris
22-12-2008,10,8,0,3.9,2,27,6,5,8,5,17,80,90,0,1037,8,10,249,11,Paris
23-12-2008,11,7,0,5.8,2,20,8,8,8,8,7,75,94,0,1035,8,2,25,4,Paris
24-12-2008,7,2,0,5.8,2,13,6,5,7,5,16,0,93,0,1035,7,10,50,10,Paris
25-12-2008,5,1,0,5.8,2,5,1,-2,1,-2,13,61,98,0,1031,1,10,27,6,Paris
26-12-2008,3,-1,0,5.8,2,0,1,-2,3,-2,27,43,85,0,1031,3,10,55,17,Paris
27-12-2008,2,-2,0,8.6,2,0,-6,-7,-1,-7,21,0,68,0,1032,-1,10,60,14,Paris
28-12-2008,0,-3,0,8.6,2,2,-8,-8,-2,-8,12,0,66,0,1029,-2,10,65,10,Paris
29-12-2008,2,-3,0,8.6,2,9,-7,-8,-2,-8,16,0,73,0,1027,-2,10,97,13,Paris
30-12-2008,0,-2,0,5,2,16,-8,-6,-2,-6,20,6,63,0,1030,-2,10,100,10,Paris
31-12-2008,2,-1,0,8.6,1,20,-1,-2,-1,-2,11,88,96,0,1028,-1,2,2,6,Paris
01-01-2009,4,-3,0,8.6,1,31,-2,-5,-2,-5,13,24,96,0,1028,-2,2,51,6,Paris
02-01-2009,1,-4,0,8.6,2,38,-5,-3,0,-3,4,0,69,0,1027,0,10,37,4,Paris
03-01-2009,1,-3,0,8.6,2,45,-3,-8,-2,-8,30,50,96,0,1027,-2,10,43,17,Paris
04-01-2009,-1,-5,0,6.9,2,52,-8,-8,-4,-8,8,18,72,0,1026,-4,10,45,4,Paris
05-01-2009,-1,-4,4.7,3.2,2,60,-10,-7,-3,-7,20,24,60,0,1020,-3,10,230,10,Paris
06-01-2009,-4,-7,0.1,5.1,1,67,-4,-8,-3,-8,19,77,94,0,1022,-3,10,36,11,Paris
07-01-2009,-3,-9,0,8.7,2,74,-8,-13,-7,-13,11,4,90,0,1023,-7,10,14,9,Paris
08-01-2009,-1,-6,0,8.7,1,82,-4,-8,-3,-8,23,44,97,0,1027,-3,2,24,11,Paris
09-01-2009,0,-7,0,8.7,1,89,-8,-12,-7,-12,17,10,95,0,1029,-7,2,95,9,Paris
10-01-2009,2,-6,0,8.7,2,96,-6,-7,-4,-7,6,0,90,0,1029,-4,10,71,4,Paris
